tupleid,attribute,value
920,hospital owner,Proprietary
920,emergency service,Yes
920,condition,Pneumonia
920,measure code,PN-5C
920,measure name,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
920,score,87%
920,sample,261 patients
920,stateavg,AL_PN-5C
921,provider number,10046
921,hospital name,RIVERVIEW REGIONAL MEDICAL CENTER
921,address1,600 SOUTH THIRD STREET
921,address2,""
921,address3,""
921,city,GADSDEN
921,state,AL
921,zip code,35901
921,county name,ETOWAH
921,phone number,2565435200
921,hospital type,Acute Care Hospitals
921,hospital owner,Proprietary
921,emergency service,Yes
921,condition,Pneumonia
921,measure code,PN-6
921,measure name,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
921,score,76%
921,sample,212 patients
921,stateavg,AL_PN-6
922,provider number,10046
922,hospital name,RIVERVIEW REGIONAL MEDICAL CENTER
922,address1,600 SOUTH THIRD STREET
922,address2,""
922,address3,""
922,city,GADSDEN
922,state,AL
922,zip code,35901
922,county name,ETOWAH
922,phone number,2565435200
922,hospital type,Acute Care Hospitals
922,hospital owner,Proprietary
922,emergency service,Yes
922,condition,Pneumonia
922,measure code,PN-7
922,measure name,Pneumonia Patients Assessed and Given Influenza Vaccination
922,score,99%
922,sample,178 patients
922,stateavg,AL_PN-7
923,provider number,10046
923,hospital name,RIVERVIEW REGIONAL MEDICAL CENTER
923,address1,600 SOUTH THIRD STREET
923,address2,""
923,address3,""
923,city,GADSDEN
923,state,AL
923,zip code,35901
923,county name,ETOWAH
923,phone number,2565435200
923,hospital type,Acute Care Hospitals
923,hospital owner,Proprietary
923,emergency service,Yes
923,condition,Surgical Infection Prevention
923,measure code,SCIP-CARD-2
923,measure name,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
923,score,95%
923,sample,107 patients
923,stateavg,AL_SCIP-CARD-2
924,provider number,10046
924,hospital name,RIVERVIEW REGIONAL MEDICAL CENTER
924,address1,600 SOUTH THIRD STREET
924,address2,""
924,address3,""
924,city,GADSDEN
924,state,AL
924,zip code,35901
924,county name,ETOWAH
924,phone number,2565435200
924,hospital type,Acute Care Hospitals
924,hospital owner,Proprietary
924,emergency service,Yes
924,condition,Surgical Infection Prevention
924,measure code,SCIP-INF-1
924,measure name,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
924,score,95%
924,sample,402 patients
924,stateavg,AL_SCIP-INF-1
925,provider number,10046
925,hospital name,RIVERVIEW REGIONAL MEDICAL CENTER
925,address1,600 SOUTH THIRD STREET
925,address2,""
925,address3,""
925,city,GADSDEN
925,state,AL
925,zip code,35901
925,county name,ETOWAH
925,phone number,2565435200
925,hospital type,Acute Care Hospitals
925,hospital owner,Proprietary
925,emergency service,Yes
925,condition,Surgical Infection Prevention
925,measure code,SCIP-INF-2
925,measure name,surgery patients who were given the  right kind  of antibiotic to help prevent infection
925,score,95%
925,sample,404 patients
925,stateavg,AL_SCIP-INF-2
926,provider number,10046
926,hospital name,RIVERVIEW REGIONAL MEDICAL CENTER
926,address1,600 SOUTH THIRD STREET
926,address2,""
926,address3,""
926,city,GADSDEN
926,state,AL
926,zip code,35901
926,county name,ETOWAH
926,phone number,2565435200
926,hospital type,Acute Care Hospitals
926,hospital owner,Proprietary
926,emergency service,Yes
926,condition,Surgical Infection Prevention
926,measure code,SCIP-INF-3
926,measure name,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
926,score,79%
926,sample,352 patients
926,stateavg,AL_SCIP-INF-3
927,provider number,10046
927,hospital name,RIVERVIEW REGIONAL MEDICAL CENTER
927,address1,600 SOUTH THIRD STREET
927,address2,""
927,address3,""
927,city,GADSDEN
927,state,AL
927,zip code,35901
927,county name,ETOWAH
927,phone number,2565435200
927,hospital type,Acute Care Hospitals
927,hospital owner,Proprietary
927,emergency service,Yes
927,condition,Surgical Infection Prevention
927,measure code,SCIP-INF-4
927,measure name,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
927,score,76%
927,sample,114 patients
927,stateavg,AL_SCIP-INF-4
928,provider number,10046
928,hospital name,RIVERVIEW REGIONAL MEDICAL CENTER
928,address1,600 SOUTH THIRD STREET
928,address2,""
928,address3,""
928,city,GADSDEN
928,state,AL
928,zip code,35901
928,county name,ETOWAH
928,phone number,2565435200
928,hospital type,Acute Care Hospitals
928,hospital owner,Proprietary
928,emergency service,Yes
928,condition,Surgical Infection Prevention
928,measure code,SCIP-INF-6
928,measure name,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
928,score,100%
928,sample,607 patients
928,stateavg,AL_SCIP-INF-6
929,provider number,10046
929,hospital name,RIVERVIEW REGIONAL MEDICAL CENTER
929,address1,600 SOUTH THIRD STREET
929,address2,""
929,address3,""
929,city,GADSDEN
929,state,AL
929,zip code,35901
929,county name,ETOWAH
929,phone number,2565435200
929,hospital type,Acute Care Hospitals
929,hospital owner,Proprietary
929,emergency service,Yes
929,condition,Surgical Infection Prevention
929,measure code,SCIP-VTE-1
929,measure name,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
929,score,91%
929,sample,280 patients
929,stateavg,AL_SCIP-VTE-1
930,provider number,10046
930,hospital name,RIVERVIEW REGIONAL MEDICAL CENTER
930,address1,600 SOUTH THIRD STREET
930,address2,""
930,address3,""
930,city,GADSDEN
930,state,AL
930,zip code,35901
930,county name,ETOWAH
930,phone number,2565435200
930,hospital type,Acute Care Hospitals
930,hospital owner,Proprietary
930,emergency service,Yes
930,condition,Surgical Infection Prevention
930,measure code,SCIP-VTE-2
930,measure name,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
930,score,84%
930,sample,280 patients
930,stateavg,AL_SCIP-VTE-2
931,provider number,10047
931,hospital name,GEORGIANA HOSPITAL
931,address1,515 MIRANDA ST
931,address2,""
931,address3,""
931,city,GEORGIANA
931,state,AL
931,zip code,36033
931,county name,BUTLER
931,phone number,3343762205
931,hospital type,Acute Care Hospitals
931,hospital owner,Voluntary non-profit - Private
931,emergency service,No
931,condition,Heart Attack
931,measure code,AMI-1
931,measure name,Heart Attack Patients Given Aspirin at Arrival
931,score,53%
931,sample,19 patients
931,stateavg,AL_AMI-1
932,provider number,10047
932,hospital name,GEORGIANA HOSPITAL
932,address1,515 MIRANDA ST
932,address2,""
932,address3,""
932,city,GEORGIANA
932,state,AL
932,zip code,36033
932,county name,BUTLER
932,phone number,3343762205
932,hospital type,Acute Care Hospitals
932,hospital owner,Voluntary non-profit - Private
932,emergency service,No
932,condition,Heart Attack
932,measure code,AMI-2
932,measure name,Heart Attack Patients Given Aspirin at Discharge
932,score,50%
932,sample,16 patients
932,stateavg,AL_AMI-2
933,provider number,10047
933,hospital name,GEORGIANA HOSPITAL
933,address1,515 MIRANDA ST
933,address2,""
933,address3,""
933,city,GEORGIANA
933,state,AL
933,zip code,36033
933,county name,BUTLER
933,phone number,3343762205
933,hospital type,Acute Care Hospitals
933,hospital owner,Voluntary non-profit - Private
933,emergency service,No
933,condition,Heart Attack
933,measure code,AMI-3
933,measure name,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
933,score,100%
933,sample,1 patients
933,stateavg,AL_AMI-3
934,provider number,10047
934,hospital name,GEORGIANA HOSPITAL
934,address1,515 MIRANDA ST
934,address2,""
934,address3,""
934,city,GEORGIANA
934,state,AL
934,zip code,36033
934,county name,BUTLER
934,phone number,3343762205
934,hospital type,Acute Care Hospitals
934,hospital owner,Voluntary non-profit - Private
934,emergency service,No
934,condition,Heart Attack
934,measure code,AMI-4
934,measure name,Heart Attack Patients Given Smoking Cessation Advice/Counseling
934,score,33%
934,sample,6 patients
934,stateavg,AL_AMI-4
935,provider number,10047
935,hospital name,GEORGIANA HOSPITAL
935,address1,515 MIRANDA ST
935,address2,""
935,address3,""
935,city,GEORGIANA
935,state,AL
935,zip code,36033
935,county name,BUTLER
935,phone number,3343762205
935,hospital type,Acute Care Hospitals
935,hospital owner,Voluntary non-profit - Private
935,emergency service,No
935,condition,Heart Attack
935,measure code,AMI-5
935,measure name,Heart Attack Patients Given Beta Blocker at Discharge
935,score,60%
935,sample,15 patients
935,stateavg,AL_AMI-5
936,provider number,10047
936,hospital name,GEORGIANA HOSPITAL
936,address1,515 MIRANDA ST
936,address2,""
936,address3,""
936,city,GEORGIANA
936,state,AL
936,zip code,36033
936,county name,BUTLER
936,phone number,3343762205
936,hospital type,Acute Care Hospitals
936,hospital owner,Voluntary non-profit - Private
936,emergency service,No
936,condition,Heart Attack
936,measure code,AMI-7A
936,measure name,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
936,score,""
936,sample,0 patients
936,stateavg,AL_AMI-7A
937,provider number,10047
937,hospital name,GEORGIANA HOSPITAL
937,address1,515 MIRANDA ST
937,address2,""
937,address3,""
937,city,GEORGIANA
937,state,AL
937,zip code,36033
937,county name,BUTLER
937,phone number,3343762205
937,hospital type,Acute Care Hospitals
937,hospital owner,Voluntary non-profit - Private
937,emergency service,No
937,condition,Heart Attack
937,measure code,AMI-8A
937,measure name,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
937,score,""
937,sample,0 patients
937,stateavg,AL_AMI-8A
938,provider number,10047
938,hospital name,GEORGIANA HOSPITAL
938,address1,515 MIRANDA ST
938,address2,""
938,address3,""
938,city,GEORGIANA
938,state,AL
938,zip code,36033
938,county name,BUTLER
938,phone number,3343762205
938,hospital type,Acute Care Hospitals
938,hospital owner,Voluntary non-profit - Private
938,emergency service,No
938,condition,Heart Failure
938,measure code,HF-1
938,measure name,Heart Failure Patients Given Discharge Instructions
938,score,53%
938,sample,51 patients
938,stateavg,AL_HF-1
939,provider number,10047
939,hospital name,GEORGIANA HOSPITAL
939,address1,515 MIRANDA ST
939,address2,""
939,address3,""
939,city,GEORGIANA
939,state,AL
939,zip code,36033
939,county name,BUTLER
939,phone number,3343762205
939,hospital type,Acute Care Hospitals
939,hospital owner,Voluntary non-profit - Private
939,emergency service,No
939,condition,Heart Failure
939,measure code,HF-2
939,measure name,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
939,score,63%
939,sample,59 patients
939,stateavg,AL_HF-2
940,provider number,10047
940,hospital name,GEORGIANA HOSPITAL
940,address1,515 MIRANDA ST
940,address2,""
940,address3,""
940,city,GEORGIANA
940,state,AL
940,zip code,36033
940,county name,BUTLER
940,phone number,3343762205
940,hospital type,Acute Care Hospitals
940,hospital owner,Voluntary non-profit - Private
940,emergency service,No
940,condition,Heart Failure
940,measure code,HF-3
940,measure name,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
940,score,67%
940,sample,6 patients
940,stateavg,AL_HF-3
941,provider number,10047
941,hospital name,GEORGIANA HOSPITAL
941,address1,515 MIRANDA ST
941,address2,""
941,address3,""
941,city,GEORGIANA
941,state,AL
941,zip code,36033
941,county name,BUTLER
941,phone number,3343762205
941,hospital type,Acute Care Hospitals
941,hospital owner,Voluntary non-profit - Private
941,emergency service,No
941,condition,Heart Failure
941,measure code,HF-4
941,measure name,Heart Failure Patients Given Smoking Cessation Advice/Counseling
941,score,75%
941,sample,8 patients
941,stateavg,AL_HF-4
942,provider number,10047
942,hospital name,GEORGIANA HOSPITAL
942,address1,515 MIRANDA ST
942,address2,""
942,address3,""
942,city,GEORGIANA
942,state,AL
942,zip code,36033
942,county name,BUTLER
942,phone number,3343762205
942,hospital type,Acute Care Hospitals
942,hospital owner,Voluntary non-profit - Private
942,emergency service,No
942,condition,Pneumonia
942,measure code,PN-2
942,measure name,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
942,score,90%
942,sample,39 patients
942,stateavg,AL_PN-2
943,provider number,10047
943,hospital name,GEORGIANA HOSPITAL
943,address1,515 MIRANDA ST
943,address2,""
943,address3,""
943,city,GEORGIANA
943,state,AL
943,zip code,36033
943,county name,BUTLER
943,phone number,3343762205
943,hospital type,Acute Care Hospitals
943,hospital owner,Voluntary non-profit - Private
943,emergency service,No
943,condition,Pneumonia
943,measure code,PN-3B
943,measure name,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
943,score,50%
943,sample,2 patients
943,stateavg,AL_PN-3B
944,provider number,10047
944,hospital name,GEORGIANA HOSPITAL
944,address1,515 MIRANDA ST
944,address2,""
944,address3,""
944,city,GEORGIANA
944,state,AL
944,zip code,36033
944,county name,BUTLER
944,phone number,3343762205
944,hospital type,Acute Care Hospitals
944,hospital owner,Voluntary non-profit - Private
944,emergency service,No
944,condition,Pneumonia
944,measure code,PN-4
944,measure name,Pneumonia Patients Given Smoking Cessation Advice/Counseling
944,score,80%
944,sample,5 patients
944,stateavg,AL_PN-4
945,provider number,10047
945,hospital name,GEORGIANA HOSPITAL
945,address1,515 MIRANDA ST
945,address2,""
945,address3,""
945,city,GEORGIANA
945,state,AL
945,zip code,36033
945,county name,BUTLER
945,phone number,3343762205
945,hospital type,Acute Care Hospitals
945,hospital owner,Voluntary non-profit - Private
945,emergency service,No
945,condition,Pneumonia
945,measure code,PN-5C
945,measure name,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
945,score,97%
945,sample,36 patients
945,stateavg,AL_PN-5C
946,provider number,10047
946,hospital name,GEORGIANA HOSPITAL
946,address1,515 MIRANDA ST
946,address2,""
946,address3,""
946,city,GEORGIANA
946,state,AL
946,zip code,36033
946,county name,BUTLER
946,phone number,3343762205
946,hospital type,Acute Care Hospitals
946,hospital owner,Voluntary non-profit - Private
946,emergency service,No
946,condition,Pneumonia
946,measure code,PN-6
946,measure name,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
946,score,50%
946,sample,30 patients
946,stateavg,AL_PN-6
947,provider number,10047
947,hospital name,GEORGIANA HOSPITAL
947,address1,515 MIRANDA ST
947,address2,""
947,address3,""
947,city,GEORGIANA
947,state,AL
947,zip code,36033
947,county name,BUTLER
947,phone number,3343762205
947,hospital type,Acute Care Hospitals
947,hospital owner,Voluntary non-profit - Private
947,emergency service,No
947,condition,Pneumonia
947,measure code,PN-7
947,measure name,Pneumonia Patients Assessed and Given Influenza Vaccination
